StudyID,SRDB_study,SiteID,StartYear,Comments,Latitude,Longitude,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,count,avg,year1,year2,year3,year4,year5,year6,year7,year8,year9,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19,year20,year21,year22,year23,year24,year25,year26
7,3254,DukeForestFACE,1997,Table 2,36.07,-79.1,14.18333333,15.68333333,15.09166667,14.15,14.63333333,14.98333333,13.975,,,,,,,,,,,,,,,,,,,,7,14.67142857,-0.488095238,1.011904762,0.420238095,-0.521428571,-0.038095238,0.311904762,-0.696428571,,,,,,,,,,,,,,,,,,,
8,3197,MoorHouseNationalNatureReserve,1994,Figure 11,54.7,-2.4,5.983333333,6.3,5.475,6.825,6.308333333,6.5,6.25,,,,,,,,,,,,,,,,,,,,7,6.23452381,-0.251190476,0.06547619,-0.75952381,0.59047619,0.073809524,0.26547619,0.01547619,,,,,,,,,,,,,,,,,,,
9,6347,DF49,2003,Table 1,49.86883333,-125.3350833,5.5,6.25,5.675,5.4,4.908333333,4.641666667,5.008333333,,,,,,,,,,,,,,,,,,,,7,5.34047619,0.15952381,0.90952381,0.33452381,0.05952381,-0.432142857,-0.698809524,-0.332142857,,,,,,,,,,,,,,,,,,,
10,4864,YatirForest,2000,Table 1,31.333,35.05,20.66666667,21.325,21.25833333,21.15,20.94166667,20.84166667,,,,,,,,,,,,,,,,,,,,,6,21.03055556,-0.363888889,0.294444444,0.227777778,0.119444444,-0.088888889,-0.188888889,,,,,,,,,,,,,,,,,,,,
11,3581,OldAlluvialSoil,1998,Table 1,10.43,-83.98,27.625,26.46666667,26.875,27.36666667,27.76666667,,,,,,,,,,,,,,,,,,,,,,5,27.22,0.405,-0.753333333,-0.345,0.146666667,0.546666667,,,,,,,,,,,,,,,,,,,,,
11,3581,ResidualSoil,1998,Table 2,10.43,-83.98,27.625,26.46666667,26.875,27.36666667,27.76666667,,,,,,,,,,,,,,,,,,,,,,5,27.22,0.405,-0.753333333,-0.345,0.146666667,0.546666667,,,,,,,,,,,,,,,,,,,,,
12,5935, QianyanzhouEcologicalStation,2004,Table 1,26.74416667,115.0591667,17.83333333,17.44166667,17.925,18.33333333,17.74166667,18.16666667,17.875,,,,,,,,,,,,,,,,,,,,7,17.90238095,-0.069047619,-0.460714286,0.022619048,0.430952381,-0.160714286,0.264285714,-0.027380952,,,,,,,,,,,,,,,,,,,
13,2927,WindRiverExperimentalForest,1999,Table 7,45.81,-121.98,9.358333333,9.083333333,9.283333333,9.383333333,10.025,,,,,,,,,,,,,,,,,,,,,,5,9.426666667,-0.068333333,-0.343333333,-0.143333333,-0.043333333,0.598333333,,,,,,,,,,,,,,,,,,,,,
14,1654,BlacklandResearchCenter,1993,Figure 3,31.1,-97.33,18.425,19.2,18.925,19.15,18.14166667,19.99166667,,,,,,,,,,,,,,,,,,,,,6,18.97222222,-0.547222222,0.227777778,-0.047222222,0.177777778,-0.830555556,1.019444444,,,,,,,,,,,,,,,,,,,,
14,1654,US-BRC,1993,Figure 3,31.1,-97.33,18.425,19.2,18.925,19.15,18.14166667,19.99166667,,,,,,,,,,,,,,,,,,,,,6,18.97222222,-0.547222222,0.227777778,-0.047222222,0.177777778,-0.830555556,1.019444444,,,,,,,,,,,,,,,,,,,,
15,5278,LaoshanStation,2001,Table 3,45.333,127.5667,3.016666667,3.633333333,4.166666667,3.983333333,3.225,3.708333333,,,,,,,,,,,,,,,,,,,,,6,3.622222222,-0.605555556,0.011111111,0.544444444,0.361111111,-0.397222222,0.086111111,,,,,,,,,,,,,,,,,,,,
16,6451,Vordemwald,2001,Figure 1,47.26666667,7.883333333,9.425,9.791666667,9.725,9.216666667,8.933333333,,,,,,,,,,,,,,,,,,,,,,5,9.418333333,0.006666667,0.373333333,0.306666667,-0.201666667,-0.485,,,,,,,,,,,,,,,,,,,,,
16,6451,Schanis,2001,Figure 1,47.16666667,9.066666667,4.275,4.891666667,5.116666667,4.058333333,3.716666667,,,,,,,,,,,,,,,,,,,,,,5,4.411666667,-0.136666667,0.48,0.705,-0.353333333,-0.695,,,,,,,,,,,,,,,,,,,,,
16,6451,Beatenberg,2001,Figure 1,46.71666667,7.766666667,6.991666667,7.358333333,7.566666667,6.825,6.275,,,,,,,,,,,,,,,,,,,,,,5,7.003333333,-0.011666667,0.355,0.563333333,-0.178333333,-0.728333333,,,,,,,,,,,,,,,,,,,,,
17,4333,BIO,1999,Table 4,52.5,13.33,9.525,9.841666667,8.583333333,9.066666667,8.933333333,8.683333333,8.775,9.358333333,,,,,,,,,,,,,,,,,,,8,9.095833333,0.429166667,0.745833333,-0.5125,-0.029166667,-0.1625,-0.4125,-0.320833333,0.2625,,,,,,,,,,,,,,,,,,
17,4333,DE-BIO,1999,Figure 4,52.5,13.33,9.525,9.841666667,8.583333333,9.066666667,8.933333333,,,,,,,,,,,,,,,,,,,,,,5,9.19,0.335,0.651666667,-0.606666667,-0.123333333,-0.256666667,,,,,,,,,,,,,,,,,,,,,
18,4564,ClocaenongWales,1999,Figure 2,53.05,-3.47,9.466666667,8.941666667,8.783333333,9.258333333,9.475,,,,,,,,,,,,,,,,,,,,,,5,9.185,0.281666667,-0.243333333,-0.401666667,0.073333333,0.29,,,,,,,,,,,,,,,,,,,,,
19,4938,SMEAR-II,2002,Table 2,61.85,24.28333333,3.758333333,3.508333333,3.808333333,4.266666667,4.433333333,,,,,,,,,,,,,,,,,,,,,,5,3.955,-0.196666667,-0.446666667,-0.146666667,0.311666667,0.478333333,,,,,,,,,,,,,,,,,,,,,
20,5519,HFEMS-Upland,2003,Table 2,42.9,-72.28333333,6.508333333,6.925,7.35,8.075,6.991666667,,,,,,,,,,,,,,,,,,,,,,5,7.17,-0.661666667,-0.245,0.18,0.905,-0.178333333,,,,,,,,,,,,,,,,,,,,,
20,5519,HFEMS-Wetland,2003,Table 2,42.9,-72.28333333,6.508333333,6.925,7.35,8.075,6.991666667,,,,,,,,,,,,,,,,,,,,,,5,7.17,-0.661666667,-0.245,0.18,0.905,-0.178333333,,,,,,,,,,,,,,,,,,,,,
21,6504,Neuglobsow,2004,Table 8,53.13333333,13.03333333,8.491666667,8.683333333,9.2,9.508333333,9.225,,,,,,,,,,,,,,,,,,,,,,5,9.021666667,-0.53,-0.338333333,0.178333333,0.486666667,0.203333333,,,,,,,,,,,,,,,,,,,,,
22,2656,FACTS-I,1997,Table 3,35.97,-79.08,14.45,15.75833333,15.15833333,14.35,15.00833333,,,,,,,,,,,,,,,,,,,,,,5,14.945,-0.495,0.813333333,0.213333333,-0.595,0.063333333,,,,,,,,,,,,,,,,,,,,,
22,2656,ORNL,1997,Table 3,35.9,-84.33,14.64166667,16.275,15.53333333,14.90833333,15.16666667,,,,,,,,,,,,,,,,,,,,,,5,15.305,-0.663333333,0.97,0.228333333,-0.396666667,-0.138333333,,,,,,,,,,,,,,,,,,,,,
23,7290,PP1,2005,Figure 3,35.97,-79.13,14.95,15.03333333,15.775,14.88333333,14.85,14.80833333,,,,,,,,,,,,,,,,,,,,,6,15.05,-0.1,-0.016666667,0.725,-0.166666667,-0.2,-0.241666667,,,,,,,,,,,,,,,,,,,,
23,7290,PP5,2005,Figure 3,35.97,-79.13,14.95,15.03333333,15.775,14.88333333,14.85,14.80833333,,,,,,,,,,,,,,,,,,,,,6,15.05,-0.1,-0.016666667,0.725,-0.166666667,-0.2,-0.241666667,,,,,,,,,,,,,,,,,,,,
23,7290,PP6,2005,Figure 3,35.97,-79.13,14.95,15.03333333,15.775,14.88333333,14.85,14.80833333,,,,,,,,,,,,,,,,,,,,,6,15.05,-0.1,-0.016666667,0.725,-0.166666667,-0.2,-0.241666667,,,,,,,,,,,,,,,,,,,,
23,7290,PP8,2001,Figure 3,35.97,-79.13,15.00833333,15.35833333,14.33333333,15.06666667,14.95,15.03333333,15.775,14.88333333,14.85,14.80833333,,,,,,,,,,,,,,,,,10,15.00666667,0.001666667,0.351666667,-0.673333333,0.06,-0.056666667,0.026666667,0.768333333,-0.123333333,-0.156666667,-0.198333333,,,,,,,,,,,,,,,,
23,7290,PP,2001,Figure 3,35.97,-79.13,15.00833333,15.35833333,14.33333333,15.06666667,14.95,15.03333333,15.775,14.88333333,14.85,14.80833333,,,,,,,,,,,,,,,,,10,15.00666667,0.001666667,0.351666667,-0.673333333,0.06,-0.056666667,0.026666667,0.768333333,-0.123333333,-0.156666667,-0.198333333,,,,,,,,,,,,,,,,
23,7290,HW,2001,Figure 3,35.97,-79.13,15.00833333,15.35833333,14.33333333,15.06666667,14.95,,,,,,,,,,,,,,,,,,,,,,5,14.94333333,0.065,0.415,-0.61,0.123333333,0.006666667,,,,,,,,,,,,,,,,,,,,,
24,7636,Forest,2005,Table 1,37.73333333,112.3666667,6.441666667,7.183333333,6.883333333,6.283333333,6.516666667,,,,,,,,,,,,,,,,,,,,,,5,6.661666667,-0.22,0.521666667,0.221666667,-0.378333333,-0.145,,,,,,,,,,,,,,,,,,,,,
24,7636,Grassland,2005,Table 1,37.73333333,112.3666667,6.441666667,7.183333333,6.883333333,6.283333333,6.516666667,,,,,,,,,,,,,,,,,,,,,,5,6.661666667,-0.22,0.521666667,0.221666667,-0.378333333,-0.145,,,,,,,,,,,,,,,,,,,,,
25,10266,ChangwuStation,2008,Table 4,35.2,104.67,6.075,6.633333333,6.541666667,5.966666667,5.766666667,7.308333333,,,,,,,,,,,,,,,,,,,,,6,6.381944444,-0.306944444,0.251388889,0.159722222,-0.415277778,-0.615277778,0.926388889,,,,,,,,,,,,,,,,,,,,
26,2298,WBW--Ambient,1993,Table 10.4,35.97,-84.3,14.98333333,14.9,14.99166667,14.19166667,14.64166667,16.275,15.53333333,14.90833333,,,,,,,,,,,,,,,,,,,8,15.053125,-0.069791667,-0.153125,-0.061458333,-0.861458333,-0.411458333,1.221875,0.480208333,-0.144791667,,,,,,,,,,,,,,,,,,
26,2298,WBW-Dry,1993,Table 10.4,35.97,-84.3,14.98333333,14.9,14.99166667,14.19166667,14.64166667,16.275,15.53333333,14.90833333,,,,,,,,,,,,,,,,,,,8,15.053125,-0.069791667,-0.153125,-0.061458333,-0.861458333,-0.411458333,1.221875,0.480208333,-0.144791667,,,,,,,,,,,,,,,,,,
26,2298,WBW-Wet,1993,Table 10.4,35.97,-84.3,14.98333333,14.9,14.99166667,14.19166667,14.64166667,16.275,15.53333333,14.90833333,,,,,,,,,,,,,,,,,,,8,15.053125,-0.069791667,-0.153125,-0.061458333,-0.861458333,-0.411458333,1.221875,0.480208333,-0.144791667,,,,,,,,,,,,,,,,,,
27,11054,JP-KYU,2009,Figure 1,31.85,131.3,14.7,14.70833333,14.275,14.08333333,14.8,14.35833333,,,,,,,,,,,,,,,,,,,,,6,14.4875,0.2125,0.220833333,-0.2125,-0.404166667,0.3125,-0.129166667,,,,,,,,,,,,,,,,,,,,
28,4348,US-MEO,2001,Table 1,44.45,-121.56,3.541666667,3.408333333,4.225,3.983333333,3.575,3.791666667,,,,,,,,,,,,,,,,,,,,,6,3.754166667,-0.2125,-0.345833333,0.470833333,0.229166667,-0.179166667,0.0375,,,,,,,,,,,,,,,,,,,,
29,10466,JP-FUJI-CK,2006,Figure 1,35.444,138.765,11.20833333,11.08333333,11.075,11.225,11.75,11.04166667,10.76666667,11.49166667,,,,,,,,,,,,,,,,,,,8,11.20520833,0.003125,-0.121875,-0.130208333,0.019791667,0.544791667,-0.163541667,-0.438541667,0.286458333,,,,,,,,,,,,,,,,,,
30,1891,US-HFP-WD1,1995,Table 1,42.53,-72.18,6.858333333,6.716666667,6.533333333,8.233333333,8.008333333,,,,,,,,,,,,,,,,,,,,,,5,7.27,-0.411666667,-0.553333333,-0.736666667,0.963333333,0.738333333,,,,,,,,,,,,,,,,,,,,,
30,1891,US-HFP-WD2,1995,Table 1,42.53,-72.18,6.858333333,6.716666667,6.533333333,8.233333333,8.008333333,,,,,,,,,,,,,,,,,,,,,,5,7.27,-0.411666667,-0.553333333,-0.736666667,0.963333333,0.738333333,,,,,,,,,,,,,,,,,,,,,
30,1891,US-HFP-MD1,1995,Table 1,42.53,-72.18,6.858333333,6.716666667,6.533333333,8.233333333,8.008333333,,,,,,,,,,,,,,,,,,,,,,5,7.27,-0.411666667,-0.553333333,-0.736666667,0.963333333,0.738333333,,,,,,,,,,,,,,,,,,,,,
30,1891,US-HFP-MD2,1995,Table 1,42.53,-72.18,6.858333333,6.716666667,6.533333333,8.233333333,8.008333333,,,,,,,,,,,,,,,,,,,,,,5,7.27,-0.411666667,-0.553333333,-0.736666667,0.963333333,0.738333333,,,,,,,,,,,,,,,,,,,,,
31,2904,US-UOM,1999,Table 5,45.59,-84.71,7.008333333,6.216666667,6.833333333,6.15,5.258333333,,,,,,,,,,,,,,,,,,,,,,5,6.293333333,0.715,-0.076666667,0.54,-0.143333333,-1.035,,,,,,,,,,,,,,,,,,,,,
32,3053,JP-TRS,1994,SRDB,36.13,137.42,10.45833333,9.333333333,9.308333333,9.875,11.05833333,10.475,10.3,10.05833333,10.29166667,,,,,,,,,,,,,,,,,,9,10.1287037,0.32962963,-0.79537037,-0.82037037,-0.253703704,0.92962963,0.346296296,0.171296296,-0.07037037,0.162962963,,,,,,,,,,,,,,,,,
33,4018,JP-TEF1999,1999,SRDB,36.13,137.42,10.475,10.3,10.05833333,10.29166667,10.00833333,,,,,,,,,,,,,,,,,,,,,,5,10.22666667,0.248333333,0.073333333,-0.168333333,0.065,-0.218333333,,,,,,,,,,,,,,,,,,,,,
34,4442,IL-YAF,2000,SRDB,31.33,35.05,20.66666667,21.325,21.25833333,21.15,20.94166667,20.84166667,,,,,,,,,,,,,,,,,,,,,6,21.03055556,-0.363888889,0.294444444,0.227777778,0.119444444,-0.088888889,-0.188888889,,,,,,,,,,,,,,,,,,,,
35,4894,FI-SME,1999,SRDB,61.85,24.28333333,3.85,4.958333333,3.45,3.758333333,3.508333333,3.808333333,4.266666667,4.433333333,,,,,,,,,,,,,,,,,,,8,4.004166667,-0.154166667,0.954166667,-0.554166667,-0.245833333,-0.495833333,-0.195833333,0.2625,0.429166667,,,,,,,,,,,,,,,,,,
36,5162,JP-TEF2001,2001,SRDB,45.05,142.1,5.541666667,6.541666667,6.358333333,7.3,6.708333333,,,,,,,,,,,,,,,,,,,,,,5,6.49,-0.948333333,0.051666667,-0.131666667,0.81,0.218333333,,,,,,,,,,,,,,,,,,,,,
37,5688,DE-HNP,2000,SRDB,51.07944444,10.45222222,8.116666667,7.183333333,7.708333333,7.775,7.275,7.458333333,7.7,7.983333333,,,,,,,,,,,,,,,,,,,8,7.65,0.466666667,-0.466666667,0.058333333,0.125,-0.375,-0.191666667,0.05,0.333333333,,,,,,,,,,,,,,,,,,
38,6438,US-NC-NC1,2005,SRDB,35.8,-76.667,16.33333333,16.59166667,16.50833333,16.175,16.10833333,,,,,,,,,,,,,,,,,,,,,,5,16.34333333,-0.01,0.248333333,0.165,-0.168333333,-0.235,,,,,,,,,,,,,,,,,,,,,
39,6975,CH-STB-CK,2002,SRDB,47.47,7.5,7.058333333,7.383333333,6.791666667,6.85,7.633333333,7.8,7.291666667,7.616666667,,,,,,,,,,,,,,,,,,,8,7.303125,-0.244791667,0.080208333,-0.511458333,-0.453125,0.330208333,0.496875,-0.011458333,0.313541667,,,,,,,,,,,,,,,,,,
39,6975,CH-STB-CO2,2002,SRDB,47.47,7.5,7.058333333,7.383333333,6.791666667,6.85,7.633333333,7.8,7.291666667,7.616666667,,,,,,,,,,,,,,,,,,,8,7.303125,-0.244791667,0.080208333,-0.511458333,-0.453125,0.330208333,0.496875,-0.011458333,0.313541667,,,,,,,,,,,,,,,,,,
40,7634,CN-DHS,2003,SRDB,23.2,112.51,22.45833333,22.23333333,22.125,22.575,22.53333333,21.73333333,22.41666667,,,,,,,,,,,,,,,,,,,,7,22.29642857,0.161904762,-0.063095238,-0.171428571,0.278571429,0.236904762,-0.563095238,0.120238095,,,,,,,,,,,,,,,,,,,
41,8479,AT-NN,2008,SRDB,47.58055556,11.63916667,8.675,8.433333333,7.45,10.01666667,8.883333333,,,,,,,,,,,,,,,,,,,,,,5,8.691666667,-0.016666667,-0.258333333,-1.241666667,1.325,0.191666667,,,,,,,,,,,,,,,,,,,,,
42,8534,CA-BOREAS-SOBS,2002,SRDB,53.83,-105.5,0.35,1.05,0.116666667,1.875,2.333333333,0.816666667,0.125,0.158333333,,,,,,,,,,,,,,,,,,,8,0.853125,-0.503125,0.196875,-0.736458333,1.021875,1.480208333,-0.036458333,-0.728125,-0.694791667,,,,,,,,,,,,,,,,,,
43,10066,GB-CLO-CK,1999,SRDB,53.05527778,-3.465277778,9.466666667,8.941666667,8.783333333,9.258333333,9.475,9.375,9.266666667,9.708333333,9.683333333,9.15,9.108333333,7.866666667,9.683333333,8.725,8.741666667,9.875,9.225,9.35,,,,,,,,,18,9.20462963,0.262037037,-0.262962963,-0.421296296,0.053703704,0.27037037,0.17037037,0.062037037,0.503703704,0.478703704,-0.05462963,-0.096296296,-1.337962963,0.478703704,-0.47962963,-0.462962963,0.67037037,0.02037037,0.14537037,,,,,,,,
43,10066,GB-CLO-DRY,1999,SRDB,53.05527778,-3.465277778,9.466666667,8.941666667,8.783333333,9.258333333,9.475,9.375,9.266666667,9.708333333,9.683333333,9.15,9.108333333,7.866666667,9.683333333,8.725,8.741666667,9.875,9.225,9.35,,,,,,,,,18,9.20462963,0.262037037,-0.262962963,-0.421296296,0.053703704,0.27037037,0.17037037,0.062037037,0.503703704,0.478703704,-0.05462963,-0.096296296,-1.337962963,0.478703704,-0.47962963,-0.462962963,0.67037037,0.02037037,0.14537037,,,,,,,,
43,10066,GB-CLO-HEAT,1999,SRDB,53.05527778,-3.465277778,9.466666667,8.941666667,8.783333333,9.258333333,9.475,9.375,9.266666667,9.708333333,9.683333333,9.15,9.108333333,7.866666667,9.683333333,8.725,8.741666667,9.875,9.225,9.35,,,,,,,,,18,9.20462963,0.262037037,-0.262962963,-0.421296296,0.053703704,0.27037037,0.17037037,0.062037037,0.503703704,0.478703704,-0.05462963,-0.096296296,-1.337962963,0.478703704,-0.47962963,-0.462962963,0.67037037,0.02037037,0.14537037,,,,,,,,
44,10483,CN-IMO-CK,2005,SRDB,42.18,116.8,2.525,3.383333333,3.85,3.25,3.175,2.458333333,2.366666667,1.841666667,2.975,,,,,,,,,,,,,,,,,,9,2.869444444,-0.344444444,0.513888889,0.980555556,0.380555556,0.305555556,-0.411111111,-0.502777778,-1.027777778,0.105555556,,,,,,,,,,,,,,,,,
44,10483,CN-IMO-30IP,2005,SRDB,42.18,116.8,2.525,3.383333333,3.85,3.25,3.175,2.458333333,2.366666667,1.841666667,2.975,,,,,,,,,,,,,,,,,,9,2.869444444,-0.344444444,0.513888889,0.980555556,0.380555556,0.305555556,-0.411111111,-0.502777778,-1.027777778,0.105555556,,,,,,,,,,,,,,,,,
44,10483,CN-IMO-10N,2005,SRDB,42.18,116.8,2.525,3.383333333,3.85,3.25,3.175,2.458333333,2.366666667,1.841666667,2.975,,,,,,,,,,,,,,,,,,9,2.869444444,-0.344444444,0.513888889,0.980555556,0.380555556,0.305555556,-0.411111111,-0.502777778,-1.027777778,0.105555556,,,,,,,,,,,,,,,,,
44,10483,CN-IMO-30IP10N,2005,SRDB,42.18,116.8,2.525,3.383333333,3.85,3.25,3.175,2.458333333,2.366666667,1.841666667,2.975,,,,,,,,,,,,,,,,,,9,2.869444444,-0.344444444,0.513888889,0.980555556,0.380555556,0.305555556,-0.411111111,-0.502777778,-1.027777778,0.105555556,,,,,,,,,,,,,,,,,
45,10564,CN-TB-CK,2009,SRDB,37.6,101.3,-1.625,-1.616666667,-2.216666667,-2.658333333,-1.608333333,,,,,,,,,,,,,,,,,,,,,,5,-1.945,0.32,0.328333333,-0.271666667,-0.713333333,0.336666667,,,,,,,,,,,,,,,,,,,,,
45,10564,CN-TB-GRAZ,2009,SRDB,37.6,101.3,-1.625,-1.616666667,-2.216666667,-2.658333333,-1.608333333,,,,,,,,,,,,,,,,,,,,,,5,-1.945,0.32,0.328333333,-0.271666667,-0.713333333,0.336666667,,,,,,,,,,,,,,,,,,,,,
46,10910,CN-HU,2003,SRDB,28.91,111.45,17.15,17.775,17.36666667,18.05,17.89166667,17.51666667,17.73333333,17.41666667,,,,,,,,,,,,,,,,,,,8,17.6125,-0.4625,0.1625,-0.245833333,0.4375,0.279166667,-0.095833333,0.120833333,-0.195833333,,,,,,,,,,,,,,,,,,
47,11366,CN-SN-CK,2009,SRDB,35.22,107.67,11.4,11.29166667,10.70833333,10.65,12.175,,,,,,,,,,,,,,,,,,,,,,5,11.245,0.155,0.046666667,-0.536666667,-0.595,0.93,,,,,,,,,,,,,,,,,,,,,
